sample_id,PROT001,PROT002,PROT003,PROT004,PROT005,PROT006,PROT007,PROT008,PROT009,PROT010,PROT011,PROT012,PROT013,PROT014,PROT015,PROT016,PROT017,PROT018,PROT019,PROT020,PROT021,PROT022,PROT023,PROT024,PROT025,PROT026,PROT027,PROT028,PROT029,PROT030,PROT031,PROT032,PROT033,PROT034,PROT035,PROT036,PROT037,PROT038,PROT039,PROT040,PROT041,PROT042,PROT043,PROT044,PROT045,PROT046,PROT047,PROT048,PROT049,PROT050,PROT051,PROT052,PROT053,PROT054,PROT055,PROT056,PROT057,PROT058,PROT059,PROT060,PROT061,PROT062,PROT063,PROT064,PROT065,PROT066,PROT067,PROT068,PROT069,PROT070,PROT071,PROT072,PROT073,PROT074,PROT075,PROT076,PROT077,PROT078,PROT079,PROT080,PROT081,PROT082,PROT083,PROT084,PROT085,PROT086,PROT087,PROT088,PROT089,PROT090,PROT091,PROT092,PROT093,PROT094,PROT095,PROT096,PROT097,PROT098,PROT099,PROT100,PROT101,PROT102,PROT103,PROT104,PROT105,PROT106,PROT107,PROT108,PROT109,PROT110,PROT111,PROT112,PROT113,PROT114,PROT115,PROT116,PROT117,PROT118,PROT119,PROT120
S006_baseline,22.698792440032822,23.524221253378137,24.38930661455239,24.391972568564803,23.357366221833786,25.440572497909926,25.29917166716019,22.564991143062308,24.44040690501996,21.598309666409197,25.84696182508866,22.378790176606785,24.77138414496695,26.0270946504114,24.18177121381334,24.49198038779007,24.386901077460763,22.498337439975693,24.2433189634181,24.19955759001189,24.187201529751665,23.380421509526073,23.832114561268767,23.611527350686185,24.12717716622578,24.773810977948063,24.32019816343873,24.038461419686843,,25.86710575978319,25.31897506638579,24.334313430712513,,22.24348892283882,26.16987450629739,24.30463528845376,25.079048974394105,25.176739059070886,24.492510201725064,22.802245314981885,25.126468494472153,22.586479075591825,,24.49426351277507,24.443353437406326,22.063467720740586,24.277244011746106,23.613731128348157,21.769346943076755,23.438941299974204,25.502419727543487,23.399751280733085,22.629851690059734,24.695469745945402,23.80646317548751,25.195382413434995,23.185239135328487,24.239649734257327,25.60217460548096,25.611640496650285,24.71258086108179,23.095331692957352,,26.263385463361928,26.398971815428247,24.062766657125614,24.176379875914503,24.027038233102832,24.82455584370681,23.2770507433106,,23.395583226282593,,22.990741890384015,25.501525111794184,25.916827162351694,24.06440672346971,25.186997037388306,25.15524200079362,24.431050746171845,23.726533936060925,25.031041631824223,24.388566930810534,23.404586633015004,24.44699440109963,22.810944878723856,23.526111914985375,24.75707918283441,,23.202135014881318,24.426405036802795,27.27395434493471,24.87233751809026,24.849832313476426,22.970280864143827,24.63795486179194,24.265846751349113,24.00955282370505,24.687632780333413,22.477903902437873,23.132394608026924,23.05918987288886,23.24229371766822,23.526764380418488,22.510771084357536,24.371197748057572,23.664230982913065,22.200774969186366,24.824143018605945,23.154846540174876,24.276442852096856,22.8914968629639,23.75402366580893,24.10341156488704,24.578837492505517,23.998267432245832,23.986352673258605,,23.908954840041474,25.346154979324414
S006_week4,22.53368787315412,24.220834736683955,24.290132015581687,24.420346773372113,22.897246754773867,24.931635818153577,25.451322228592257,22.17490834792284,24.349216506716083,21.480347962660165,25.667173196678583,22.205628108686252,24.892221982668385,26.21124924715996,24.151777108838882,24.061092097101433,24.567329722967663,,24.54039810409579,24.032772403125016,24.78305417029099,23.57434262941262,23.864969151642082,23.7417928296974,23.977233100772636,25.587009283353638,23.99311063069094,24.550242342852282,24.4481320318213,25.616953878271474,25.27359166354856,24.545140002419004,25.01859791140974,22.556463939603134,25.98975117103277,24.070970373575292,25.021505802023007,24.700701266301255,24.19371786344346,23.34272313607579,25.431832722994532,22.939858204436653,25.112178324010806,24.327090064473797,24.784752200114912,22.143530505183357,24.60649847877166,23.35031444323229,21.37293338085419,23.65288379575481,25.730879734103148,,22.308061581694762,24.913833326399377,23.36901830915865,24.98012840303587,23.1349666450591,24.777768678908743,25.065430231877073,25.843927961332348,24.857289464087685,22.86328525501551,24.607086843196814,26.579374201139483,26.251722487890238,23.9771713722477,24.000328178336385,23.586868548603356,24.959784907661852,23.304118301440298,21.93243600829893,24.314460058772564,24.173075864664586,23.00951236089166,25.950256904499774,26.2400633988644,24.602215242969976,25.160407970753983,25.424838548144805,24.403045694318145,23.964358481336046,25.042866808892565,24.591136849499236,23.681422384701406,23.921817377618947,22.862347591162777,,24.934554879932396,23.957052466205884,23.526128111560148,24.234452652711816,27.326517795174247,25.14214960955399,24.49635810853747,23.451943068958684,24.823187660637114,24.72935747582945,24.22861008322047,24.89431998531415,22.293771495147062,23.26806810171966,22.769863655662686,23.05006033534616,23.172998922413978,22.566023246106635,24.419461028568293,23.676577746183515,22.522089028423895,24.991989795862217,23.274829590447695,24.395116986814905,22.968981217689443,23.523763493179967,24.177805853211805,24.34191061592175,24.114600710268974,24.507666773361734,26.496152905992556,24.239163203940812,26.04226189171434
S007_baseline,22.994528933420916,23.693249454898044,24.461059147654396,24.618145976716683,23.147096726050755,24.97262128225297,25.42783843327128,22.99078642039523,24.540414343136067,21.510525962470915,25.929736838574357,,24.68875629831395,25.6975597031768,24.161425137568248,23.949444239922265,,22.790169733698438,24.238122600697377,24.019258385386863,24.892457526928446,23.75368382242742,23.48691988888809,23.9624466096873,23.732059100394483,25.222784359930376,24.690920905663752,24.924429272976674,,25.77981959428729,25.643708546125673,24.69946505086948,24.34905962069507,22.435917679722653,25.916080763020243,23.964607153155995,25.096030688867483,24.773962851198625,25.04454684037344,23.500010730365467,25.294535657122832,23.025208381854615,25.229924565711293,24.258348601443327,24.903949933623178,22.274101513553404,24.62467464894775,23.917341951724715,21.22574503332014,23.41095248911524,25.99812723427576,23.782752690459073,,25.303289904561893,,25.575661077826293,23.211717306268355,24.247646897371556,,26.304326630761572,24.62373159443145,22.83806405942203,24.33518282441025,26.582758821915817,25.989574530164532,,24.19079072513888,24.263405699645556,24.62482512556842,23.152219525483083,22.98791000706702,24.35467874779064,24.268149432439714,22.647197704530488,26.136654206204,26.27346818219376,24.275228260221613,25.668066465658676,25.26443992308463,25.102884411554086,24.324549709953764,25.316196491602955,24.81612019774358,23.73283313078333,,22.836510937680448,23.922663921238193,24.0672707156065,24.255275183042563,23.318821672106818,24.5095990338435,27.429209066216977,24.846009697053088,24.93563854484017,23.402730204895068,24.326687176856307,24.58681733357886,24.391424446426143,24.954191864548687,22.489663296634166,23.39241085310973,23.306695289421604,,23.24606840970094,23.03034787476967,24.997007512324558,24.111525515359173,22.136472877679044,25.092822868565808,23.333772708511493,,23.108405267496874,23.77256954966583,24.00843537896366,24.124864143278327,24.421876114787974,23.86858532473393,26.51319962481086,24.422921824207176,
S007_week4,22.336049647622286,23.826108577784794,24.617950065440166,24.13738820624312,23.27306148141274,25.081873746986666,25.39885669717733,22.805842176863944,24.659123033297778,21.939841955616245,25.77379634491173,22.538944197208373,24.517869100168188,25.96132762389864,24.569988868723534,24.48874220562789,24.5477919739154,22.264504159939978,24.456928920755036,,24.449964381781257,23.38150064499128,23.48539244411839,23.933658501532122,24.098485429446576,24.64479075017257,24.1776062274661,24.367397934111438,24.567696311951966,25.570289739429565,25.49895026198614,24.539443937721234,24.262484500157473,21.89869714650921,26.335351494254905,24.359676571931484,,24.967376368739043,24.757124083008566,,24.677885588265937,,25.53708325762022,24.258896436468913,25.05889308662062,,24.9622122304964,,21.758642948888752,23.426440308231527,,23.290723748110405,22.14564955840999,25.18133015620656,23.34127021782304,25.547085529714845,23.437237360115795,24.32537074955724,25.084669177530163,26.165178546261014,24.501368542696962,23.362763505056467,24.414658532290606,26.282390161443974,,24.33237506118654,24.144938633398233,,25.15511080817967,23.155302208246034,,23.793560865034156,23.895050812500227,22.991204342491294,26.189974735672394,26.51028199309138,23.903977746386747,24.78973654690116,24.95662489330973,24.332235248332896,23.828820644689404,25.010499176774402,24.88961454513379,23.411861992026903,24.58774243494744,23.15392765954331,23.997908110279823,24.47092214614379,23.796792062022632,23.568852776468916,24.17142113287799,27.056577882286486,25.567615734724086,24.65216688298309,23.426760915292782,24.665797968789526,24.278709683865127,24.00888028986762,25.392133965156766,22.33260964622518,,23.064336560031485,,23.00957020599652,22.65478415488146,24.593798264323485,23.80899476444275,22.315151685332392,24.995699096977773,23.253648912041246,23.880562297786557,23.271795957892646,23.32156882102385,23.469044454667813,24.15702362206208,,24.546436904116383,26.494269912845052,24.307468352629805,25.520237769579527
S008_baseline,22.901954524629605,23.84108984783439,24.59812494052609,24.091241331494313,23.08023608484831,24.926739727498244,25.19683956797115,22.562556488829408,24.27649064403215,21.567539058512498,25.833160154803835,,24.670917065417918,26.050214774191726,24.277863712010397,24.482960204308128,24.49391426865688,22.660929090970882,24.87220753253118,23.549684485899853,24.796346644365503,23.417228315015976,24.06939454391159,23.51078025602428,24.52022655646663,25.073727638976454,24.60849062435966,24.525714653110008,,25.609821158732903,25.66267230039691,24.25141113063609,24.555644415599282,22.270455088210017,26.515248306207006,23.70178223368499,25.30979467600498,24.97473495454899,24.52402456002782,22.951977607548116,24.586985809744515,23.20493424593109,24.52309329956774,24.538974623015008,24.81150087386717,22.409557720149753,24.357921369151587,24.251528032547597,21.406235629917916,23.547174447717385,25.219415960554695,23.85339708054243,22.28868807332829,25.301564040765186,23.598164325820587,25.50895332213977,23.29636920361002,24.037026509189122,25.627132553034095,26.368172713485556,,23.119764924259353,24.158807482993208,26.47352403831619,26.13077422911113,24.44060635894427,23.986914823485325,23.94267746876032,24.853832600301118,23.21307097381832,22.100047506066858,23.740118242863144,23.274258643754496,22.66907698542815,25.769033188791713,25.831695074950158,24.325390741632727,25.46496032517665,24.945043056745586,24.582947519096393,23.862601200563745,25.01323493119054,24.38710760146624,23.906903115499034,24.214768944864872,22.924003779388254,,24.287431508628547,23.787705004438305,23.074944716930986,24.312459192755913,26.886190374865954,25.11984355632485,24.51981715935308,23.208214416434327,24.16295510298992,24.393973164945265,24.20280681030647,24.960774172790007,,23.45865202492382,22.938938118058108,23.00623583345802,22.9456575214035,22.924411414727807,24.39285238496736,23.35475873532343,,24.785270259428003,23.62890616102291,23.8342008883522,23.186661514006786,23.68117439826483,23.726030458251916,23.985583557764635,24.28209726413712,23.809298520652764,26.03365190991955,23.129250323105182,25.674409227488777
S008_week4,23.391665185788327,23.95217130754477,24.863910017222345,24.31907871829577,23.32212235038173,25.047421598010768,25.429206172590256,22.356886307703164,24.655236287623318,21.65916468910355,25.831241976122968,22.503850064536067,24.900794342415615,26.554621890347672,24.0608671492733,24.890662932730038,24.831890434815584,22.516871827553878,24.422372810388495,24.287403278710187,24.441993781184305,23.9242151608811,23.51288174496152,23.467434645813388,23.916749083126977,25.365723241048315,24.351220349880816,24.81145148895488,24.792058907233375,25.795287110972886,25.20281385460559,24.24254542693648,25.18489845561142,22.586780550569216,26.22079127811957,24.42034743083377,25.039531516761006,,24.59737935780962,22.95295006111085,25.05179275768715,22.69331288169331,24.66698910524441,24.051595314924914,24.944579827866537,21.903129487468828,24.706691199951138,23.798891878444095,21.60886459783028,23.606369669287798,25.764952893631797,23.927998372131448,22.359370176518095,25.606613282014635,24.219861363517804,25.196509222107707,23.44898561905786,24.242433295884126,25.37650247824999,25.883019872100594,,22.85531868650221,24.28645108726761,26.244294706088404,25.734387192883077,23.943146155773118,24.26293050697744,23.532561266265624,24.807500572447225,23.162014350648114,21.547827733498128,24.0529309492079,23.972953765724025,22.730515313679206,25.598646976172976,26.350162883650107,24.4545100629739,24.761856243256798,25.46832496930821,24.266341558136162,23.61741192992679,25.252630613086755,24.118477492799922,23.440158171827367,24.55389029453424,,,24.566506199132483,24.298943691027052,,24.345745889777085,27.176104052874773,25.285024362123178,25.2471327552222,23.415382627326515,24.397662949236135,24.592303188790357,24.176253272065367,25.13856684048957,22.69900307609262,,22.87793294090894,23.412082294120008,23.494771119158383,23.146442366711582,24.677389727986462,23.06929170872058,22.069789875310015,24.717252031636143,23.173974089698724,24.539813976737097,23.31799274795886,23.509860384024577,24.201304708924287,23.95703520082442,24.363270544017727,23.85446959243335,26.546102152612452,24.49987627461656,25.70678665223278
S009_baseline,22.743250968839913,23.838645579496763,24.333078164565254,23.931571479925417,23.240827090756643,25.048854257726084,25.099346363368493,22.642606674623465,24.27140773524632,21.696862742706845,25.464679779057075,22.874937971745155,24.597831000891798,26.17204260587406,24.074859055836495,24.139810786442922,24.494788245336796,22.504807735677424,24.500281234493002,23.511232194276413,24.036479120820474,23.688982766124457,23.783531811991804,23.51189411195043,24.20226917299642,24.978673040958366,,24.22550126829144,24.560466124971366,25.68850297056875,25.01935002370129,24.38369587484885,,22.02036378894242,26.05855173822298,24.27713321127376,24.84672284785029,25.33246818301963,24.242652107037888,23.08559804901314,24.76945289443904,22.899174340229592,24.755935096863137,24.234102538726113,,22.195623076028912,24.685079864899194,23.470204960435836,21.75912014816752,23.066347541710126,25.47090311011049,23.975108331313542,22.47013752513077,25.47707389509714,,25.541767125110198,22.54519492492789,23.89521919520952,25.02503685128582,26.058917054746388,24.51566691543956,22.509653829397486,24.48399584887682,26.423379134475994,25.868169547708064,24.002270697345832,24.372396728513028,23.66611592973241,24.54066031810751,22.965215979117026,22.153653109263374,23.8969171112251,23.808233701015475,,25.513777936057078,25.80760588758488,24.08375476761599,24.764452211756982,25.05752800621065,24.569469200792614,23.590422476322846,25.107221655230692,,22.987855287505,24.706303159703914,22.841247119231806,23.637643920814416,24.697316708966273,23.853755764676382,22.690304323691503,23.886020137056274,27.421978328880062,25.22868237017271,24.750888180536553,22.970314861619027,24.437751798853103,24.58818668049866,24.351501909231867,25.265213254172224,22.574589722588115,23.648006836357546,22.886391870110188,22.97737623978433,23.172859216518177,22.948648853471244,24.738463076234467,23.30880511115627,22.170807046526033,24.841041375427366,23.031274342402362,23.910891862534687,23.419322576548197,23.159645565968567,23.645717459575575,24.4754312445488,24.341855916648665,23.66901031615583,26.53296128985134,24.015942682369438,25.76363576194051
S009_week4,21.981761133065454,23.99646832917064,24.07690327914332,24.342181839801963,23.363772848868162,24.841861088763512,25.5732335255776,22.148050115476686,24.609180213253474,22.071535468394877,,22.656563211890347,24.570953773492434,26.355089399511648,24.425451009938822,24.578346207511167,24.816820003862734,22.711196449847158,24.911543312299827,23.736202315211862,24.70452507625209,23.33950792097181,23.69242141012711,23.53485084756962,24.412077435210815,25.358370472764022,24.38359468856699,24.376985916982463,24.660653204617432,25.560438041400587,25.465674904632642,24.089248916505877,24.785069373134974,22.09406839691917,26.362430434814776,,24.713146984792324,24.511336104100476,25.30047946063358,23.409828740734465,24.91600784773048,22.311114239546562,24.931649119653308,24.373906209590555,24.235999308408168,22.08688558333109,24.87765148592493,23.891860417963894,21.73420053064544,23.923521553121354,25.56515302549563,24.10681110513965,22.273560071794503,25.343494859509985,,25.397257229134294,22.938274937023866,24.368063070208468,25.5072113344746,25.85191771589935,24.79503166381668,23.391771388707856,24.01994095607686,26.69979962831407,26.02844264639262,24.145771154304548,,23.70492763998234,24.608141958282676,23.30141424397757,22.000366353681923,24.10131353921867,23.515203962312924,23.07225996500051,26.016699665325568,25.96519963152852,24.177575223132923,25.337885378331247,25.149383266743385,24.355982975673562,24.362558115858068,24.47965666525041,24.914692594310495,23.463971792648156,24.91977995138748,,23.40045606533901,24.85180028049841,23.77779140934048,23.056736250825093,24.09055636999904,27.127302889739614,,25.224188355035633,23.79368777299913,24.652683080837285,24.481759384731596,24.66623613003031,25.456491414655048,21.94513511234019,23.17366405056599,23.3310273818131,23.717450907070322,23.3680256702666,22.206734883747302,24.813540360330617,23.960998053868515,,24.963942307692633,23.207258175767837,23.87491218545324,22.976735865402638,23.115211426559895,23.663272911798853,24.40444367309385,24.65617229428581,,26.95688640928556,23.97770724006251,25.591816735341425
S010_baseline,22.464842171897267,23.858020246835206,24.25617822626366,24.06072561185898,22.792597126730033,24.810680700729186,25.357339569084566,22.19833342712297,24.515609434150953,21.468594714023588,25.756307344934267,22.629997928882666,24.773934169716615,25.888814125017543,23.87082845417106,24.390526648354633,24.15955064354304,22.317965669426894,24.612559645884925,23.788366001143995,24.56426983047184,23.64690932007594,23.68386440606195,23.64409753169534,23.73821131450953,24.920215110072412,24.60918417664824,24.60643388847418,,25.33550385357816,25.06326164431426,24.483998187951627,24.78379230349458,22.350935796109443,25.936640490798027,24.154732911408008,24.800901292391895,24.648263645283468,24.547731712059058,23.055466314833417,24.69573758113181,22.778520511721126,25.05348133987006,24.514669770733388,,22.07578979816039,24.743614513180844,23.614207368540434,21.31058184430316,23.274873043342268,25.600104098124174,23.390629008365085,22.456007397603873,25.4063160043259,23.61427535702001,25.655880543208234,22.847532038825047,24.303701636941966,,,24.449138769942724,23.1417788453119,24.32727833905639,26.17361703783829,26.12419949013477,23.98652862943833,24.11164156365132,23.218347679713006,25.284279853078964,23.11063725632999,21.966362775629662,23.713473131206513,23.769310852201052,22.90080303589316,25.683162802836065,25.675079632974516,24.122165134296228,25.0567971615427,24.77176803547701,24.477531961900883,23.83957479215486,25.481516679163477,,23.815970306150366,24.7905379372012,22.14917163648627,24.077750625860578,24.387683006037626,23.40009368599421,23.057772191372276,23.659377820096662,27.09211151794,,24.685055140230943,23.05467055300911,24.693781965222062,24.7647529759105,24.078926680329435,25.018580900474053,21.873164823526277,23.543653843776404,23.51271350804304,23.013421073058392,,23.062795131884645,24.99663141415621,,22.36861651477815,24.823767889532288,23.157107355033137,23.750039523314953,23.389436109371584,23.631757692511133,24.072169783449244,23.725355862829208,,23.84466385596481,26.658416503058458,24.193361752034967,25.574810929592708
S010_week4,22.44545458081136,23.521795797765076,24.8103696812767,24.099762282633005,23.04730261046478,25.05269410750216,25.64768452949669,22.041948040858557,24.728526746497053,21.897312540278083,25.955958585257005,22.337673054140495,24.959310288174233,26.35506325051501,24.142756512952385,24.977394028848483,24.693072641048765,22.453285408791675,24.805507469330266,23.513751015072945,24.389678965601703,23.83816377892855,23.468755850904433,23.75299628429076,24.363448740796347,24.99735031644817,,24.90568774694267,24.424953059991537,26.08948392270224,25.520113574313235,24.562775515616224,24.732545320992802,22.004184243995358,25.9301776291132,24.11340489516982,25.22298884718933,25.020833005147,24.653296675559808,22.762167665173244,25.184821691291944,23.091130309954995,24.95532608385623,23.95548606963725,24.632193383931977,22.042757953422935,24.94021992202458,23.935892463035636,,23.54960742331719,25.377330284285314,23.95254835097151,,25.799565739340483,,25.194882339846103,22.775269010961658,24.62546771205816,25.604629706094062,26.004640045743855,24.446791650297143,23.092614333323557,24.41274457715312,26.60528896836873,26.04986302978272,24.01227807436238,23.85239338090545,23.617115480094306,24.70067174909132,23.29867751035685,22.17003569976924,23.765450770586224,,23.218858710774008,25.9337376327174,26.31031400617146,24.276777927140493,24.840266751425542,25.35660076341299,24.036906259353408,23.56313120759136,25.039676529057267,24.387556495541055,23.682773308322243,24.588839710793664,23.134198166224763,23.790678694347296,24.458844359045358,23.6031308359266,23.228477734771083,24.482744813886672,26.99606583255967,25.487208389594368,24.859853478062163,23.795701039714633,24.1460468942581,25.27393185435305,23.751443375673805,24.982929480289094,22.29977010851489,23.35569467657679,23.25498283592148,23.123494523503005,23.23952896528851,,24.667719061744744,23.456775581636073,,24.75523380111084,23.19105801642405,24.078447130112245,22.84446136365786,23.567139448235334,24.036900317650208,23.852475545044253,24.06894051136366,23.759564805289767,26.405070386880197,24.002901446416228,25.537173514168046
S011_baseline,22.329814113425837,23.671805800290045,24.326255548811485,23.995102912500588,22.979098487206027,24.625852852518214,25.061978350495117,22.3394604357098,24.57433207226395,,25.47006530900205,,24.399488628971806,25.64311429789675,23.990590627216278,24.25786306259018,24.704811089582726,22.130534789745365,23.795225130385017,23.675496709895363,24.41411275232954,23.431450404648366,23.502054550628852,23.446637832241553,24.44612428743593,24.964757952372548,24.495774853636725,25.15408537011926,,,25.758797714256747,24.319983049947005,24.341618249523822,22.254823597748597,25.514274488832108,23.706299654208724,24.493889062638008,24.765069303624628,24.25593945331351,23.02566590495283,24.832591688858546,22.923882007361907,,24.38472888038064,24.83487509053181,,24.434501433679948,23.34320148489282,21.561025825239113,23.541974443663037,24.971507917533106,23.672465021345072,22.47176387616569,25.208131186792365,23.44600423435051,25.834963552704334,22.91207686319574,24.31910429990215,25.169716698359267,25.723678305705914,24.59152094860635,23.142786130261133,23.818646713919936,26.160385365720774,25.73221585559168,,23.962058930348782,24.055879671322558,25.254782653698093,23.132445475327497,,23.906739199574464,23.634218025139223,22.95071470117675,25.75718752138978,26.168651226525423,24.15236763843599,25.121597180337425,25.139263527611625,24.588445404276413,24.05371963297231,24.88967381904445,24.320969669705082,,24.46899379979066,22.890788758480696,23.839141079617136,24.090799303858386,23.771250387066978,23.150979404574457,24.173133620493275,27.22420383498837,25.15334040157174,24.67740763985385,23.567436032676497,24.278798224891197,,24.05837651322736,24.81972968233895,22.124596067859333,23.304736493020858,23.308687406918146,23.62205430322253,23.362500981988404,22.714424640021463,24.381183256359886,23.581692004863754,22.12471590419149,24.617485755469225,23.1629363577995,24.066283499172748,23.30530143946036,23.51452025844912,24.26774655359613,24.010494843848413,24.289375133671047,23.780764759112728,26.575880497646082,23.956149346808232,25.833785082825635
S011_week4,22.381209292314523,24.16122269880957,25.038650612956445,24.324659104287523,23.51178741914735,25.337933642733613,25.671318892505003,22.558833231254475,24.56650787762053,21.871701499709086,25.884426482329435,22.514240911905617,24.790183569006594,26.021693170516464,24.420791344003476,24.544013660270263,24.85819851541178,22.802157457501426,,23.711242862869366,24.641062948639266,23.992542174685088,23.78785046285846,23.470926598092404,24.381449598707363,25.67558990313559,24.937523909532544,25.032577012784795,24.704819713675665,25.93900165372448,25.642491632041516,24.472401112385214,24.994017532174478,22.42987055333158,26.10406642666942,24.26943810559718,25.03999209494561,25.47788804231921,24.857056759912897,22.948433672729614,24.926587817921778,23.039424007178614,24.4642810379261,24.541049787563257,24.901911016654104,21.976855245209,24.68748324593722,23.79717181171637,21.852532548346833,24.065220910570222,,23.94783170376679,22.410911398059497,25.75762003861046,23.33549941557575,25.655151140733476,22.96791155694852,24.434118569625298,25.34629366482277,25.676472325621422,24.497982066613996,23.052916406996662,24.463356348030175,26.590348476318763,26.341109004547246,24.438846153389377,24.700663242233272,23.75071120788378,25.28731079704809,23.716190432789656,22.498838402724612,23.99074475634668,24.609025922710092,22.950491525980038,26.304335818264704,26.31725839536889,24.540405824165433,25.241331418667897,24.972003316514297,24.659055468006407,24.19678164872487,24.94531949293449,24.850237321657744,23.826904864297553,,23.286662188774574,24.41482125891854,24.370866314814574,24.182423329233703,22.89892254323874,24.50389037545179,,25.57442948748762,24.836656572859546,,24.511151588393943,24.39546367579277,24.738198704370895,25.42053566757932,22.547905916775658,23.561226902303783,23.488621827175635,23.371272981801855,23.2487198803787,23.00344739997994,24.903173274779878,24.103130637457188,22.518298396891357,24.827527335331258,23.026500115160957,23.69093610235467,22.70587723098835,24.196431387270763,24.183318109336305,24.278737506284884,24.54786094080227,24.198424704567174,27.010452046450194,23.980191092436357,25.26377237971107
S012_baseline,22.865602452545758,23.360852697464598,24.784781560481672,24.263985351155174,23.533195122545145,25.601817772548117,25.411756340704517,22.449789464523167,24.49231634314901,21.598637271669073,25.891983646729962,22.75495506691676,24.72571114501847,25.759041323215758,24.305242882331413,24.391514183373772,24.435427574303283,22.806336389506043,24.64983978330942,23.95758698303702,24.361690541827,23.64129301093633,23.51886503958462,24.055498138356032,24.061625091554074,,24.385121672109257,,25.129258335675754,25.62281751471967,25.282296760252123,24.2601841380568,24.622121465199147,22.02141639752627,26.34729630185161,23.918706676610444,24.83905001034038,24.911881265748008,24.79204560892807,23.156352750673875,25.494231295661667,22.91557360402921,25.00076825380854,24.21889291622948,25.146980205983105,22.26870242679366,25.2404504784995,23.34024326242256,22.16239655132655,23.706897242939093,25.637713846338965,23.752193515145926,22.567259575532596,25.396702767525525,24.240231570324728,25.358212269365378,,24.37451910059638,25.367259314400492,,24.435815576583103,23.308285186989515,24.35062170962845,26.563899622139918,25.931426291360733,23.9110313732979,24.062540240980134,23.83525849039825,24.659970212988615,23.484212205700892,22.269590499139166,24.214456723597362,24.690973203162837,23.206206465855406,26.333714490023453,26.223963087570446,24.076324931046038,25.316002212790494,25.76483148604907,24.033968513564403,24.534616837333637,,24.661759414825852,,24.210812071773752,23.252071406809268,24.038128423708418,24.943955038371453,,23.443572638195306,24.277362010514075,27.207282568025985,24.837275710148457,25.435563718843678,,24.435689468734484,25.074212316704966,24.56069478464117,25.058979752937116,22.275101910157446,23.282155038766113,23.78594360948851,23.46986383080384,23.336388737054037,,24.774675897210546,24.00915290649506,22.059151310851174,25.17834208037753,23.830208902621234,,,23.289918576333598,23.958015697480402,24.382945871314316,24.516028257500444,24.16534897139246,26.83112830913151,24.377865658309307,25.59689526805884
S012_week4,,23.85759215091422,24.836087026809423,24.245370411986567,,24.741516480465023,25.49752131181819,22.86007518562111,23.938310799936673,22.014851323480237,26.118758831441816,22.311794534478846,24.202092170817117,26.13451644217147,24.055130607243246,24.588752821746354,24.21764368463425,22.13203349480642,24.49665439937154,23.39063426356047,24.41432469606632,,23.835246224426296,23.480272826721574,24.049138079354684,25.338357396872418,24.46396584024488,24.778684240178862,24.638640822117193,25.398427711307384,,24.81918933850486,24.939705059631898,22.247536817761336,25.813146449106586,24.139508741318124,24.88882123564298,24.890690425229586,24.801200181015698,23.37550864918529,24.94171022525397,23.164526485809755,25.107781335288177,24.730005212094117,24.764873385287313,22.016709595687857,24.42870665524576,23.990675189525007,21.330219934119224,23.693171263016822,25.572526984818253,23.65258072850061,,25.330528509339825,23.453760155406812,25.454776641997626,23.39624623142326,23.92770727934683,25.67725984287261,25.744178424640147,24.408997907947725,23.275712507868395,24.664338873376582,26.568113664139837,26.3983650722713,24.159486025456395,24.468297392913207,23.734809840453693,25.093989192576473,23.232382242012186,22.575475373144045,23.804750041360823,23.923858295557256,23.06414159469454,26.06257952603068,25.957083599992494,24.426769066215115,25.13892492057787,25.136462851815207,24.55865068685424,23.96935721527712,24.86613472224588,24.184595156766687,23.665365457869804,24.67965669891391,22.86454779389971,23.688272514681284,24.680700350469333,24.04068401301813,22.950597342955504,24.50423795343505,27.390841847618532,24.762550786415922,25.585385005981657,23.849379391295038,24.34033079212799,25.21500069022599,24.315616136904527,24.96551826834257,22.98181602716109,23.01015719697679,23.009267082987122,22.989056388394303,22.87773481889554,22.475445667710705,24.885924865791264,23.30727749219624,21.976018001438035,25.099805463174416,23.56863670286149,23.76169421381844,23.008792342829185,23.542730963090634,23.929464932217414,23.927673808657993,24.375796290791783,23.72321820153925,26.59880438283701,24.124565862542045,25.656586541515242
