feature,n,corr,pvalue,qvalue_fdr
GENE033,20,0.24060150375939846,0.306861091678276,0.9460975884493218
GENE036,20,0.23759398496240602,0.3131305637442674,0.9460975884493218
GENE054,20,-0.23759398496240602,0.3131305637442674,0.9460975884493218
GENE062,20,-0.23759398496240602,0.3131305637442674,0.9460975884493218
GENE177,20,0.23609022556390977,0.3162939707830972,0.9460975884493218
GENE186,20,-0.23458646616541348,0.3194764651496698,0.9460975884493218
GENE199,20,0.23458646616541348,0.3194764651496698,0.9460975884493218
GENE181,20,-0.2300751879699248,0.3291382464700846,0.9460975884493218
GENE114,20,-0.22406015037593985,0.34228635081121406,0.9460975884493218
GENE184,20,-0.22255639097744356,0.3456206337468547,0.9460975884493218
GENE210,20,0.22105263157894736,0.3489737543021465,0.9460975884493218
GENE214,20,0.21804511278195485,0.35573636611773685,0.9460975884493218
GENE160,20,0.2150375939849624,0.36257388702455096,0.9460975884493218
GENE073,20,-0.21353383458646616,0.36602063833951404,0.9460975884493218
GENE080,20,0.20751879699248119,0.37999323699324683,0.9460975884493218
GENE102,20,-0.20751879699248119,0.37999323699324683,0.9460975884493218
GENE238,20,-0.20751879699248119,0.37999323699324683,0.9460975884493218
GENE089,20,-0.20601503759398496,0.3835325530925867,0.9460975884493218
GENE246,20,-0.20601503759398496,0.3835325530925867,0.9460975884493218
GENE159,20,0.2045112781954887,0.38709023775567686,0.9460975884493218
GENE067,20,0.20300751879699244,0.39066623935419653,0.9460975884493218
GENE086,20,0.20150375939849624,0.3942605047612736,0.9460975884493218
GENE245,20,-0.20150375939849624,0.3942605047612736,0.9460975884493218
GENE029,20,-0.19999999999999998,0.39787297935196153,0.9460975884493218
GENE131,20,0.19548872180451127,0.40881908952023194,0.9460975884493218
GENE249,20,0.19548872180451127,0.40881908952023194,0.9460975884493218
GENE024,20,0.193984962406015,0.4125038246613568,0.9460975884493218
GENE040,20,-0.1894736842105263,0.42366525592686277,0.9460975884493218
GENE107,20,0.18345864661654135,0.4387948865691028,0.9460975884493218
GENE174,20,0.18345864661654135,0.4387948865691028,0.9460975884493218
GENE191,20,0.18045112781954886,0.4464646102705483,0.9460975884493218
GENE106,20,0.1789473684210526,0.45032544160933996,0.9460975884493218
GENE148,20,-0.1789473684210526,0.45032544160933996,0.9460975884493218
GENE153,20,-0.1789473684210526,0.45032544160933996,0.9460975884493218
GENE021,20,-0.17593984962406017,0.45809865870248545,0.9460975884493218
GENE104,20,-0.17593984962406017,0.45809865870248545,0.9460975884493218
GENE243,20,-0.17593984962406017,0.45809865870248545,0.9460975884493218
GENE053,20,0.1744360902255639,0.4620108862392819,0.9460975884493218
GENE055,20,-0.1744360902255639,0.4620108862392819,0.9460975884493218
GENE025,20,-0.17293233082706763,0.4659400851924169,0.9460975884493218
GENE188,20,0.17142857142857143,0.4698861728108753,0.9460975884493218
GENE237,20,0.17142857142857143,0.4698861728108753,0.9460975884493218
GENE143,20,-0.16992481203007515,0.47384906489411216,0.9460975884493218
GENE233,20,0.16691729323308271,0.48182491843154673,0.9460975884493218
GENE059,20,0.1639097744360902,0.4898669433807742,0.9460975884493218
GENE038,20,0.16240601503759397,0.4939125443630319,0.9460975884493218
GENE074,20,0.15939849624060148,0.5020524593517314,0.9460975884493218
GENE185,20,0.15939849624060148,0.5020524593517314,0.9460975884493218
GENE229,20,-0.15939849624060148,0.5020524593517314,0.9460975884493218
GENE049,20,-0.156390977443609,0.5102566899029022,0.9460975884493218
GENE230,20,-0.156390977443609,0.5102566899029022,0.9460975884493218
GENE084,20,-0.15488721804511277,0.5143826800752827,0.9460975884493218
GENE171,20,-0.15488721804511277,0.5143826800752827,0.9460975884493218
GENE094,20,-0.1533834586466165,0.5185244542213634,0.9460975884493218
GENE170,20,0.15037593984962402,0.5268549482529812,0.9460975884493218
GENE076,20,0.14887218045112782,0.5310434616086306,0.9460975884493218
GENE052,20,-0.14436090225563908,0.5437007991990148,0.9460975884493218
GENE204,20,-0.14285714285714285,0.5479501508336087,0.9460975884493218
GENE008,20,0.1413533834586466,0.5522144386322418,0.9460975884493218
GENE223,20,-0.13834586466165413,0.5607873732874131,0.9460975884493218
GENE031,20,0.13533834586466165,0.5694186911507699,0.9460975884493218
GENE203,20,0.13533834586466165,0.5694186911507699,0.9460975884493218
GENE140,20,0.13383458646616542,0.5737559530736434,0.9460975884493218
GENE193,20,0.13383458646616542,0.5737559530736434,0.9460975884493218
GENE037,20,0.13233082706766916,0.5781074593622941,0.9460975884493218
GENE063,20,0.13082706766917293,0.5824730901969897,0.9460975884493218
GENE179,20,-0.13082706766917293,0.5824730901969897,0.9460975884493218
GENE172,20,0.12932330827067667,0.586852724489982,0.9460975884493218
GENE239,20,0.12781954887218044,0.5912462398946646,0.9460975884493218
GENE105,20,-0.1263157894736842,0.5956535128148985,0.9460975884493218
GENE182,20,-0.1263157894736842,0.5956535128148985,0.9460975884493218
GENE015,20,-0.12481203007518797,0.6000744184144979,0.9460975884493218
GENE122,20,0.12481203007518797,0.6000744184144979,0.9460975884493218
GENE123,20,0.12481203007518797,0.6000744184144979,0.9460975884493218
GENE051,20,0.12330827067669171,0.6045088306268851,0.9460975884493218
GENE180,20,0.12330827067669171,0.6045088306268851,0.9460975884493218
GENE006,20,-0.12030075187969923,0.6134176645307821,0.9460975884493218
GENE011,20,0.12030075187969923,0.6134176645307821,0.9460975884493218
GENE013,20,0.12030075187969923,0.6134176645307821,0.9460975884493218
GENE023,20,0.11879699248120301,0.6178918280262935,0.9460975884493218
GENE189,20,-0.11879699248120301,0.6178918280262935,0.9460975884493218
GENE108,20,-0.11729323308270674,0.6223789817630219,0.9460975884493218
GENE162,20,0.11278195488721804,0.6359170579042353,0.9460975884493218
GENE168,20,0.11278195488721804,0.6359170579042353,0.9460975884493218
GENE178,20,-0.11278195488721804,0.6359170579042353,0.9460975884493218
GENE190,20,-0.10977443609022557,0.6450049409876997,0.9460975884493218
GENE222,20,0.10977443609022557,0.6450049409876997,0.9460975884493218
GENE103,20,0.10827067669172932,0.6495672222012883,0.9460975884493218
GENE057,20,0.10676691729323308,0.6541415450094847,0.9460975884493218
GENE117,20,-0.10676691729323308,0.6541415450094847,0.9460975884493218
GENE087,20,-0.10526315789473684,0.6587277693915812,0.9460975884493218
GENE145,20,-0.10526315789473684,0.6587277693915812,0.9460975884493218
GENE175,20,-0.10526315789473684,0.6587277693915812,0.9460975884493218
GENE212,20,0.10526315789473684,0.6587277693915812,0.9460975884493218
GENE091,20,0.10375939849624059,0.6633257542362446,0.9460975884493218
GENE028,20,-0.10075187969924812,0.6725564354857818,0.9460975884493218
GENE120,20,0.09924812030075188,0.6771888443218218,0.9460975884493218
GENE019,20,-0.09774436090225563,0.681832438507082,0.9460975884493218
GENE082,20,0.09774436090225563,0.681832438507082,0.9460975884493218
GENE016,20,0.09624060150375939,0.6864870716570238,0.9460975884493218
GENE018,20,0.09473684210526315,0.6911525963694354,0.9460975884493218
GENE132,20,0.09473684210526315,0.6911525963694354,0.9460975884493218
GENE139,20,-0.09473684210526315,0.6911525963694354,0.9460975884493218
GENE071,20,0.09172932330827067,0.7005157258604466,0.9460975884493218
GENE154,20,-0.09172932330827067,0.7005157258604466,0.9460975884493218
GENE032,20,-0.09022556390977443,0.7052130308607131,0.9460975884493218
GENE081,20,-0.09022556390977443,0.7052130308607131,0.9460975884493218
GENE144,20,0.09022556390977443,0.7052130308607131,0.9460975884493218
GENE226,20,-0.09022556390977443,0.7052130308607131,0.9460975884493218
GENE250,20,-0.09022556390977443,0.7052130308607131,0.9460975884493218
GENE083,20,0.08872180451127819,0.7099206278927328,0.9460975884493218
GENE109,20,0.08721804511278194,0.7146383646582315,0.9460975884493218
GENE077,20,0.08571428571428572,0.7193660879190987,0.9460975884493218
GENE126,20,-0.08120300751879699,0.733607630478017,0.9460975884493218
GENE208,20,-0.08120300751879699,0.733607630478017,0.9460975884493218
GENE022,20,0.07669172932330826,0.7479334475419401,0.9460975884493218
GENE142,20,0.07669172932330826,0.7479334475419401,0.9460975884493218
GENE164,20,-0.07669172932330826,0.7479334475419401,0.9460975884493218
GENE098,20,-0.07518796992481201,0.7527267095067718,0.9460975884493218
GENE232,20,0.07518796992481201,0.7527267095067718,0.9460975884493218
GENE213,20,0.07368421052631578,0.757528699864343,0.9460975884493218
GENE014,20,0.07218045112781954,0.7623392575365604,0.9460975884493218
GENE201,20,0.07218045112781954,0.7623392575365604,0.9460975884493218
GENE236,20,0.07218045112781954,0.7623392575365604,0.9460975884493218
GENE136,20,0.0706766917293233,0.7671582206450904,0.9460975884493218
GENE192,20,-0.06917293233082707,0.7719854265259412,0.9460975884493218
GENE220,20,-0.06917293233082707,0.7719854265259412,0.9460975884493218
GENE225,20,-0.06917293233082707,0.7719854265259412,0.9460975884493218
GENE247,20,0.06917293233082707,0.7719854265259412,0.9460975884493218
GENE045,20,-0.06766917293233082,0.7768207117441497,0.9460975884493218
GENE137,20,-0.06616541353383458,0.7816639121085741,0.9460975884493218
GENE173,20,0.06616541353383458,0.7816639121085741,0.9460975884493218
GENE066,20,-0.06466165413533834,0.7865148626867856,0.9460975884493218
GENE205,20,-0.06466165413533834,0.7865148626867856,0.9460975884493218
GENE221,20,0.06466165413533834,0.7865148626867856,0.9460975884493218
GENE231,20,-0.06466165413533834,0.7865148626867856,0.9460975884493218
GENE217,20,-0.06165413533834586,0.7962393511384775,0.9484972627042096
GENE044,20,-0.05714285714285714,0.8108800461568323,0.9484972627042096
GENE047,20,-0.05714285714285714,0.8108800461568323,0.9484972627042096
GENE056,20,0.05563909774436089,0.8157739948259723,0.9484972627042096
GENE134,20,-0.05263157894736842,0.825581450455932,0.9484972627042096
GENE078,20,0.051127819548872175,0.8304946161837171,0.9484972627042096
GENE241,20,0.051127819548872175,0.8304946161837171,0.9484972627042096
GENE146,20,-0.04962406015037594,0.8354138453754828,0.9484972627042096
GENE200,20,-0.04962406015037594,0.8354138453754828,0.9484972627042096
GENE043,20,0.048120300751879695,0.8403389659546905,0.9484972627042096
GENE039,20,0.04661654135338346,0.8452698052894374,0.9484972627042096
GENE207,20,-0.04661654135338346,0.8452698052894374,0.9484972627042096
GENE209,20,0.045112781954887216,0.8502061902084872,0.9484972627042096
GENE244,20,0.04360902255639097,0.8551479470173743,0.9484972627042096
GENE027,20,-0.04210526315789473,0.8600949015145793,0.9484972627042096
GENE100,20,-0.04210526315789473,0.8600949015145793,0.9484972627042096
GENE147,20,-0.04210526315789473,0.8600949015145793,0.9484972627042096
GENE035,20,0.04060150375939849,0.8650468790077722,0.9484972627042096
GENE135,20,0.04060150375939849,0.8650468790077722,0.9484972627042096
GENE227,20,-0.04060150375939849,0.8650468790077722,0.9484972627042096
GENE112,20,-0.037593984962406006,0.8749652018566716,0.9484972627042096
GENE127,20,0.037593984962406006,0.8749652018566716,0.9484972627042096
GENE020,20,-0.03609022556390977,0.8799311955207728,0.9484972627042096
GENE085,20,-0.03609022556390977,0.8799311955207728,0.9484972627042096
GENE068,20,-0.03458646616541353,0.8849015088305833,0.9497434297362726
GENE064,20,-0.03157894736842105,0.8948543863933638,0.9563036146435518
GENE158,20,0.02706766917293233,0.9098116651774512,0.9599284094457006
GENE165,20,0.02706766917293233,0.9098116651774512,0.9599284094457006
GENE202,20,-0.02706766917293233,0.9098116651774512,0.9599284094457006
GENE248,20,-0.024060150375939848,0.9197997451459456,0.9663718841406771
GENE046,20,0.022556390977443608,0.9247982163788796,0.9675409910854664
GENE157,20,-0.021052631578947364,0.9297994024457079,0.9687031431338129
GENE149,20,-0.019548872180451125,0.9348031235214638,0.9698582406535187
GENE219,20,0.015037593984962403,0.9498276950483329,0.981357245091431
GENE161,20,-0.010526315789473682,0.9648685868194993,0.9908192775360883
GENE176,20,0.009022556390977442,0.9698849998123449,0.9908192775360883
GENE005,20,0.007518796992481202,0.9749025019933399,0.9908192775360883
GENE009,20,-0.007518796992481202,0.9749025019933399,0.9908192775360883
GENE211,20,0.004511278195488721,0.9849400483404018,0.9969515123445531
GENE050,20,0.0015037593984962405,0.9949797739432688,1.0
GENE119,20,0.0,1.0,1.0
GENE129,20,0.0,1.0,1.0
